ID,Sales
2784,170.1644444
2785,121.7366667
2786,131.1916667
2787,131.4316667
2788,78.72166667
2789,120.3316667
2790,144.6766667
2791,101.1016667
2792,249.3566667
2793,132.5366667
2794,149.6644444
2795,172.6144444
2796,123.4644444
2797,270.4105556
2798,255.3155556
2799,128.9072222
2800,138.0722222
2801,106.5722222
2802,160.4172222
2803,139.9422222
2804,124.4522222
2805,153.2322222
2806,119.1472222
2807,107.5622222
2808,147.1605556
2809,161.5405556
2810,196.6355556
2811,179.5505556
2812,144.9155556
2813,140.7355556
2814,110.0155556
2815,163.7155556
2816,133.9205556
2817,110.4955556
2818,165.0455556
2819,114.8005556
2820,113.5655556
2821,161.7655556
2822,187.2888889
2823,161.0788889
2824,181.1838889
2825,175.3538889
2826,163.4988889
3709,127.0022222
3710,112.0194444
3711,120.3994444
3712,144.8077778
3713,147.0166667
3714,89.49555556
3715,87.87055556
3716,89.33055556
3717,76.75555556
3718,112.0755556
3719,100.2422222
3720,106.0272222
3721,104.8972222
3722,124.3888889
3723,104.7444444
3724,98.76444444
3725,105.0594444
3726,139.3494444
3727,93.20888889
3728,96.53944444
3729,126.6894444
3730,157.0794444
3731,73.76944444
3732,130.7994444
3733,70.94444444
3734,199.4544444
3735,87.64944444
3736,114.6405556
3737,123.4655556
3738,119.7233333
3739,91.97944444
3740,111.8805556
3741,71.75388889
3742,207.4388889
3743,63.85888889
3744,59.43388889
3745,104.7188889
3746,67.19388889
3747,120.2838889
3748,119.8338889
3749,86.46388889
3750,132.4955556
3751,113.5305556
3752,120.6555556
3753,143.8105556
3754,187.9966667
3755,178.4061111
3756,102.0311111
3757,76.07611111
3758,77.89111111
3759,78.88611111
3760,95.21111111
3761,79.75111111
3762,91.89111111
3763,142.7311111
3764,124.1216667
3765,89.14666667
3766,165.7516667
3767,84.04166667
3768,122.2622222
4651,155.6088889
4652,121.4377778
4653,58.81944444
4654,137.5877778
4655,142.5244444
4656,103.8694444
4657,115.0494444
4658,143.5444444
4659,111.3011111
4660,98.83111111
4661,103.5794444
4662,81.94944444
4663,117.5394444
4664,150.6188889
4665,124.9038889
4666,163.5438889
4667,120.3088889
4668,153.3188889
4669,111.2127778
4670,213.5227778
4671,160.1377778
4672,137.4427778
4673,88.56777778
4674,129.8927778
4675,152.0477778
4676,93.50277778
4677,112.9927778
4678,158.4405556
4679,135.1105556
4680,133.2911111
4681,102.6783333
4682,119.2933333
4683,137.2422222
4684,168.4872222
4685,111.4372222
4686,127.6972222
4687,86.84222222
4688,104.9072222
4689,125.1972222
4690,100.1222222
4691,125.7022222
4692,115.7233333
4693,124.0683333
4694,170.2933333
4695,97.22555556
4696,136.2266667
4697,96.59444444
4698,154.3094444
4699,117.9044444
4700,104.6344444
4701,176.9894444
4702,77.21444444
4703,95.64444444
4704,88.71944444
4705,147.2444444
4706,123.1172222
4707,100.2722222
4708,112.0622222
4709,103.1522222
4710,141.9972222
5593,134.9855556
5594,126.4655556
5595,161.5705556
5596,106.9472222
5597,103.8327778
5598,119.1483333
5599,108.1533333
5600,141.5683333
5601,96.12833333
5602,145.8161111
5603,111.7466667
5604,175.7266667
5605,82.76611111
5606,83.87111111
5607,115.18
5608,109.91
5609,106.435
5610,106.4455556
5611,115.0222222
5612,104.8872222
5613,102.1822222
5614,121.3927778
5615,114.9894444
5616,84.72888889
5617,86.12222222
5618,84.48222222
5619,98.06222222
5620,106.7988889
5621,99.25388889
5622,140.2238889
5623,89.27777778
5624,129.4077778
5625,85.68777778
5626,114.7777778
5627,96.94277778
5628,83.98777778
5629,164.8127778
5630,113.7927778
5631,104.6027778
5632,154.4427778
5633,105.7627778
5634,128.6177778
5635,101.3727778
5636,150.5677778
5637,111.3277778
5638,121.5766667
5639,82.39722222
5640,92.79722222
5641,196.065
5642,78.805
5643,78.475
5644,88.465
5645,113.415
5646,91.03
5647,91.375
5648,117.9405556
5649,172.5755556
5650,99.79333333
5651,117.4994444
5652,188.1705556
6535,184.5661111
6536,120.7283333
6537,144.8627778
6538,129.225
6539,130.8933333
6540,98.13833333
6541,127.4633333
6542,140.9883333
6543,142.18
6544,152.13
6545,124.7133333
6546,104.4383333
6547,94.65833333
6548,104.3555556
6549,106.0755556
6550,138.54
6551,101.875
6552,120.95
6553,137.8116667
6554,136.9116667
6555,101.5916667
6556,114.1566667
6557,104.9666667
6558,180.8916667
6559,110.9466667
6560,125.0916667
6561,102.7966667
6562,171.12
6563,146.845
6564,151.74
6565,134.5244444
6566,137.0844444
6567,151.4633333
6568,181.1683333
6569,145.5733333
6570,133.3933333
6571,130.0833333
6572,100.9183333
6573,101.4483333
6574,157.4333333
6575,101.1033333
6576,125.8094444
6577,122.7944444
6578,173.7994444
6579,142.5316667
6580,132.135
6581,91.26611111
6582,65.21611111
6583,132.9461111
6584,154.6861111
6585,114.5111111
6586,95.77611111
6587,169.0911111
6588,120.0611111
6589,86.03111111
6590,193.2777778
6591,186.7677778
6592,123.8827778
6593,113.7577778
6594,107.9027778
7477,145.9727778
7478,126.0777778
7479,127.5083333
7480,149.4566667
7481,123.3927778
7482,118.4477778
7483,108.7327778
7484,100.2405556
7485,103.9255556
7486,95.11055556
7487,163.9
7488,150.96
7489,94.3
7490,123.0916667
7491,97.02333333
7492,146.2483333
7493,124.7933333
7494,132.0633333
7495,125.2161111
7496,124.1161111
7497,93.73111111
7498,99.96111111
7499,124.1261111
7500,94.70111111
7501,155.2161111
7502,115.9111111
7503,94.98611111
7504,91.55333333
7505,175.1283333
7506,145.7933333
7507,151.4666667
7508,168.9405556
7509,135.3622222
7510,140.4972222
7511,114.6222222
7512,128.1822222
7513,85.55222222
7514,123.9072222
7515,117.2072222
7516,169.7822222
7517,164.5772222
7518,117.5555556
7519,117.2255556
7520,133.1355556
7521,162.1155556
7522,150.6155556
7523,105.295
7524,95.43833333
7525,157.5133333
7526,91.63333333
7527,92.17333333
7528,109.6483333
7529,108.2483333
7530,106.6933333
7531,113.8083333
7532,139.4405556
7533,123.7805556
7534,106.6655556
7535,122.1855556
7536,232.8161111
8235,109.9605556
8236,114.3066667
8237,73.52833333
8238,126.6405556
8239,86.675
8240,62.335
8241,94.75
8242,85.93666667
8243,96.91222222
8244,99.82722222
8245,67.28777778
8246,70.25777778
8247,91.36277778
8248,125.0183333
8249,131.8783333
8250,199.3833333
8251,118.5133333
8252,140.9683333
8253,113.4705556
8254,62.03222222
8255,81.72222222
8256,90.36222222
8257,66.66222222
8258,63.99222222
8259,96.11722222
8260,107.5872222
8261,76.48722222
8262,99.92333333
8263,135.0983333
8264,71.13333333
8265,114.6927778
8266,151.8777778
8267,99.06888889
8268,80.35388889
8269,54.85388889
8270,74.51388889
8271,80.47388889
8272,110.5788889
8273,75.01888889
8274,67.65388889
8275,59.30111111
8276,88.21944444
8277,90.96444444
8278,59.47944444
8279,129.1494444
8280,90.68333333
8281,79.03111111
8282,126.0011111
8283,76.25611111
8284,129.2211111
8285,95.845
8286,92.79
8287,53.695
8288,79.995
8289,68.81055556
8290,146.34
8291,104.92
8292,52.405
8293,119.455
8294,96.015
9177,136.2344444
9178,111.4288889
9179,85.67944444
9180,131.9961111
9181,126.1583333
9182,77.17333333
9183,126.1483333
9184,99.71833333
9185,76.36333333
9186,101.4883333
9187,66.91277778
9188,109.4527778
9189,92.07777778
9190,92.64555556
9191,133.8905556
9192,257.0005556
9193,124.4055556
9194,121.4405556
9195,108.7116667
9196,104.6216667
9197,132.8716667
9198,87.23555556
9199,110.4055556
9200,91.09555556
9201,92.70555556
9202,97.02555556
9203,85.37555556
9204,141.5055556
9205,118.2255556
9206,122.4305556
9207,92.14666667
9208,119.6816667
9209,104.3038889
9210,99.35888889
9211,89.61888889
9212,101.8588889
9213,98.92388889
9214,145.2638889
9215,104.7688889
9216,108.3438889
9217,93.98388889
9218,93.45666667
9219,158.9266667
9220,118.5516667
9221,100.1366667
9222,114.0005556
9223,143.2844444
9224,91.23944444
9225,161.5344444
9226,127.4644444
9227,94.12944444
9228,97.40444444
9229,68.41444444
9230,84.86444444
9231,88.80944444
9232,165.7355556
9233,111.3355556
9234,123.9655556
9235,111.4255556
9236,112.9505556
10119,186.0488889
10120,119.7872222
10121,170.7922222
10122,164.9122222
10123,87.71111111
10124,93.58111111
10125,150.9661111
10126,116.4061111
10127,94.81111111
10128,200.6861111
10129,118.325
10130,161.38
10131,93.905
10132,166.5005556
10133,172.0655556
10134,180.9416667
10135,110.9894444
10136,137.0094444
10137,125.2688889
10138,127.2144444
10139,110.5227778
10140,76.96277778
10141,73.54777778
10142,97.67277778
10143,144.0977778
10144,110.9977778
10145,96.48777778
10146,117.2866667
10147,126.5916667
10148,118.7566667
10149,154.8983333
10150,103.4333333
10151,119.7161111
10152,116.7211111
10153,128.6461111
10154,104.0361111
10155,115.0411111
10156,78.73111111
10157,86.41611111
10158,114.1111111
10159,91.65111111
10160,148.06
10161,143.885
10162,106.62
10163,124.395
10164,106.7311111
10165,83.72166667
10166,85.94555556
10167,86.92333333
10168,128.2333333
10169,173.4833333
10170,118.1683333
10171,80.67833333
10172,137.1933333
10173,144.9583333
10174,107.2511111
10175,157.3011111
10176,100.0911111
10177,169.0511111
10178,133.6661111
11061,180.8477778
11062,133.1216667
11063,105.8166667
11064,100.9255556
11065,91.01222222
11066,114.3372222
11067,111.2272222
11068,117.3161111
11069,94.62611111
11070,114.7611111
11071,136.0516667
11072,98.95666667
11073,91.69666667
11074,81.28777778
11075,105.3877778
11076,131.6888889
11077,153.0538889
11078,127.5338889
11079,87.09
11080,120.055
11081,112.99
11082,107.96
11083,109.215
11084,83.635
11085,142.105
11086,103.38
11087,76.425
11088,112.4738889
11089,113.8738889
11090,106.5838889
11091,112.49
11092,88.565
11093,103.4227778
11094,156.5327778
11095,72.26277778
11096,119.4827778
11097,107.1577778
11098,131.7127778
11099,90.59277778
11100,109.4677778
11101,85.03277778
11102,109.06
11103,113.66
11104,119.23
11105,108.02
11106,101.2061111
11107,104.9822222
11108,91.32222222
11109,82.63111111
11110,87.79111111
11111,140.6961111
11112,121.3611111
11113,130.7761111
11114,94.88611111
11115,91.63611111
11116,94.24611111
11117,108.9411111
11118,127.5311111
11119,110.9961111
11120,114.8161111
12003,134.9305556
12004,219.8466667
12005,125.8422222
12006,175.9433333
12007,82.02722222
12008,110.2683333
12009,83.29833333
12010,85.79333333
12011,110.8933333
12012,111.0533333
12013,99.76444444
12014,106.0194444
12015,83.55944444
12016,141.6666667
12017,154.5133333
12018,120.9705556
12019,157.4505556
12020,160.3733333
12021,126.5283333
12022,96.58333333
12023,117.1783333
12024,158.9133333
12025,97.62333333
12026,103.9433333
12027,115.0333333
12028,160.4333333
12029,115.0533333
12030,233.1494444
12031,126.5194444
12032,121.0144444
12033,118.8683333
12034,139.63
12035,108.0366667
12036,87.75666667
12037,123.2116667
12038,93.28166667
12039,76.10666667
12040,199.7866667
12041,112.4166667
12042,129.0816667
12043,96.51166667
12044,132.7944444
12045,103.1294444
12046,129.8994444
12047,118.4744444
12048,132.225
12049,152.9427778
12050,113.5127778
12051,65.43777778
12052,87.04777778
12053,86.23277778
12054,85.42777778
12055,106.6077778
12056,141.0027778
12057,73.82277778
12058,114.4883333
12059,127.6933333
12060,152.4833333
12061,120.3733333
12062,124.71
12761,176.385
12762,111.31
12763,70.57277778
12764,129.7161111
12765,127.8811111
12766,74.44611111
12767,64.79111111
12768,93.745
12769,87.04
12770,63.9
12771,129.8477778
12772,84.98277778
12773,100.7077778
12774,118.9527778
12775,88.23777778
12776,94.52777778
12777,182.9633333
12778,125.5422222
12779,179.9411111
12780,73.04611111
12781,101.6444444
12782,90.92444444
12783,135.0694444
12784,121.0494444
12785,140.8294444
12786,84.59444444
12787,62.31944444
12788,96.72388889
12789,107.8888889
12790,111
12791,111.4422222
12792,114.1922222
12793,83.48
12794,131.39
12795,125.135
12796,74.75
12797,89.965
12798,115.89
12799,123.715
12800,65.99
12801,66.31944444
12802,167.1677778
12803,76.26277778
12804,150.0077778
12805,104.8433333
12806,79.66333333
12807,84.69166667
12808,223.9666667
12809,100.1366667
12810,100.9916667
12811,104.5416667
12812,84.50666667
12813,90.69166667
12814,102.8866667
12815,90.90166667
12816,98.64833333
12817,133.6333333
12818,107.1733333
12819,187.4033333
12820,111.6533333
13703,167.4438889
13704,179.0555556
13705,129.84
13706,165.4283333
13707,124.8855556
13708,174.7405556
13709,116.1116667
13710,118.1066667
13711,122.3666667
13712,135.4766667
13713,115.5466667
13714,83.82722222
13715,160.0483333
13716,169.7355556
13717,154.5805556
13718,163.395
13719,151.005
13720,203.8
13721,155.6161111
13722,118.2761111
13723,134.6561111
13724,132.1161111
13725,118.1111111
13726,148.9161111
13727,110.8311111
13728,98.75111111
13729,128.9261111
13730,156.64
13731,171.555
13732,136.48
13733,168.8188889
13734,183.6538889
13735,109.8583333
13736,115.7683333
13737,140.7633333
13738,123.6183333
13739,129.5983333
13740,129.3483333
13741,144.9283333
13742,198.6483333
13743,114.0333333
13744,156.1038889
13745,131.8888889
13746,127.2488889
13747,122.5688889
13748,138.6388889
13749,130.235
13750,126.99
13751,121.0027778
13752,112.3777778
13753,162.2927778
13754,100.6877778
13755,99.32777778
13756,162.4727778
13757,105.2327778
13758,137.4938889
13759,161.5138889
13760,159.4088889
13761,150.6888889
13762,107.0388889
14645,146.6172222
14646,151.5833333
14647,143.3916667
14648,227.4916667
14649,110.9838889
14650,124.3788889
14651,125.0238889
14652,119.4777778
14653,114.3127778
14654,190.8822222
14655,135.5822222
14656,105.89
14657,107.5805556
14658,189.4894444
14659,175.3027778
14660,260.8727778
14661,189.9927778
14662,153.8577778
14663,115.5455556
14664,119.5205556
14665,123.9155556
14666,150.3155556
14667,97.59555556
14668,131.9255556
14669,149.5355556
14670,108.0755556
14671,121.4905556
14672,169.9027778
14673,176.6577778
14674,158.2027778
14675,169.9211111
14676,190.9161111
14677,120.3211111
14678,129.1061111
14679,112.5011111
14680,174.7261111
14681,121.0511111
14682,131.7461111
14683,149.3661111
14684,200.8711111
14685,94.12611111
14686,229.7561111
14687,189.7211111
14688,225.6711111
14689,157.1061111
14690,189.0877778
14691,91.86444444
14692,99.63944444
14693,127.9844444
14694,120.8444444
14695,140.7844444
14696,139.1444444
14697,187.2294444
14698,98.29944444
14699,103.7644444
14700,172.3277778
14701,158.1277778
14702,122.8527778
14703,160.1377778
14704,142.6927778
15587,140.62
15588,99.38
15589,125.2194444
15590,130.0722222
15591,87.07777778
15592,139.4577778
15593,81.73277778
15594,95.64277778
15595,81.97222222
15596,76.77222222
15597,97.75
15598,83.12
15599,100.055
15600,102.075
15601,112.515
15602,92.96
15603,148.195
15604,115.45
15605,61.46277778
15606,83.37277778
15607,78.25277778
15608,74.02277778
15609,71.60777778
15610,98.13277778
15611,70.58277778
15612,81.52777778
15613,80.49277778
15614,117.205
15615,119.54
15616,134.415
15617,106.6844444
15618,100.0788889
15619,75.51944444
15620,93.33444444
15621,79.71944444
15622,98.82444444
15623,117.6494444
15624,71.59944444
15625,77.17944444
15626,92.05944444
15627,130.0594444
15628,101.7933333
15629,100.2933333
15630,124.7733333
15631,129.2933333
15632,110.5872222
15633,53.795
15634,80.98055556
15635,79.84388889
15636,82.99888889
15637,96.73388889
15638,34.25388889
15639,58.39388889
15640,82.33888889
15641,180.2938889
15642,113.5333333
15643,137.2683333
15644,123.1933333
15645,97.99888889
15646,95.78166667
16529,96.605
16530,116.4
16531,81.27388889
16532,112.4611111
16533,101.9183333
16534,120.3683333
16535,125.2683333
16536,114.8033333
16537,145.8283333
16538,106.9933333
16539,90.30166667
16540,125.8816667
16541,101.4066667
16542,96.92611111
16543,119.2472222
16544,111.2261111
16545,95.91611111
16546,149.4061111
16547,82.30444444
16548,84.92055556
16549,82.77833333
16550,86.06333333
16551,189.8083333
16552,117.6583333
16553,135.9483333
16554,84.53333333
16555,84.86333333
16556,90.21111111
16557,115.9511111
16558,146.1811111
16559,131.9788889
16560,212.6572222
16561,109.2422222
16562,105.9872222
16563,143.2722222
16564,94.90722222
16565,79.43222222
16566,95.21222222
16567,94.73222222
16568,109.7222222
16569,146.8022222
16570,194.71
16571,160.54
16572,119.655
16573,133.2716667
16574,145.8161111
16575,83.46111111
16576,79.72111111
16577,146.8011111
16578,94.09611111
16579,123.6961111
16580,115.2111111
16581,117.7661111
16582,107.7311111
16583,132.9161111
16584,95.13055556
16585,167.8355556
16586,107.855
16587,123.1938889
16588,120.2705556
17471,151.5
17472,150.3411111
17473,162.3094444
17474,120.6455556
17475,186.47
17476,112.845
17477,111.85
17478,177.52
17479,140.335
17480,187.65
17481,130.2905556
17482,125.9855556
17483,114.2555556
17484,124.9566667
17485,119.2516667
17486,130.6116667
17487,170.8022222
17488,148.9672222
17489,125.4394444
17490,106.9844444
17491,135.3294444
17492,129.4944444
17493,131.3294444
17494,140.3994444
17495,89.19944444
17496,95.55944444
17497,105.1744444
17498,128.3222222
17499,153.9672222
17500,128.3072222
17501,119.3433333
17502,173.4433333
17503,155.0583333
17504,106.1683333
17505,109.7183333
17506,94.14333333
17507,126.6333333
17508,186.6233333
17509,74.44333333
17510,132.4383333
17511,120.0133333
17512,180.8733333
17513,122.2583333
17514,119.1483333
17515,138.2483333
17516,148.1233333
17517,104.6327778
17518,124.9377778
17519,168.9877778
17520,117.9677778
17521,143.8877778
17522,128.2777778
17523,110.3377778
17524,122.6677778
17525,114.9827778
17526,108.8783333
17527,123.5783333
17528,176.0433333
17529,150.6383333
17530,122.7033333
18413,164.5144444
18414,194.3044444
18415,159.0816667
18416,170.0805556
18417,132.2577778
18418,177.6577778
18419,152.4677778
18420,136.4627778
18421,112.1427778
18422,137.9127778
18423,120.4533333
18424,154.4683333
18425,111.2183333
18426,161.0955556
18427,167.0405556
18428,179.2305556
18429,241.5355556
18430,153.3555556
18431,139.2383333
18432,183.2183333
18433,145.5783333
18434,102.7133333
18435,105.0333333
18436,168.8483333
18437,123.8333333
18438,111.1483333
18439,178.6133333
18440,286.0305556
18441,176.0905556
18442,193.6655556
18443,137.2277778
18444,160.3427778
18445,159.7322222
18446,112.2272222
18447,130.2472222
18448,101.5122222
18449,111.1322222
18450,151.2022222
18451,114.3772222
18452,110.5372222
18453,113.1972222
18454,157.4577778
18455,197.5777778
18456,167.4677778
18457,156.7527778
18458,189.7338889
18459,99.36
18460,119.155
18461,127.0811111
18462,129.5511111
18463,116.2911111
18464,101.3211111
18465,127.0811111
18466,118.6461111
18467,141.8111111
18468,154.5438889
18469,141.0538889
18470,166.6438889
18471,167.2738889
18472,184.7238889
19355,107.6494444
19356,143.5144444
19357,124.6644444
19358,102.7955556
19359,139.055
19360,132.7
19361,117.1616667
19362,100.7322222
19363,123.5172222
19364,70.09611111
19365,120.7088889
19366,107.5588889
19367,121.5138889
19368,135.8333333
19369,119.7533333
19370,126.2033333
19371,105.7933333
19372,181.5833333
19373,163.4933333
19374,137.1133333
19375,154.6533333
19376,128.1583333
19377,147.7533333
19378,99.69333333
19379,118.0533333
19380,112.1083333
19381,81.94833333
19382,151.96
19383,108.74
19384,115.3261111
19385,109.9383333
19386,118.6083333
19387,101.5911111
19388,128.6711111
19389,94.13111111
19390,114.1311111
19391,128.1361111
19392,131.6011111
19393,95.18611111
19394,140.9111111
19395,97.97611111
19396,102.3833333
19397,205.0483333
19398,138.1883333
19399,133.1044444
19400,155.6272222
19401,80.02388889
19402,99.425
19403,115.34
19404,111.495
19405,75.36
19406,118.975
19407,165.47
19408,95.32
19409,94.635
19410,129.3233333
19411,132.3083333
19412,103.6833333
19413,132.9083333
19414,194.3683333
20297,114.0894444
20298,84.67277778
20299,85.48388889
20300,132.505
20301,92.57833333
20302,72.72277778
20303,87.41777778
20304,48.97944444
20305,180.4627778
20306,127.1677778
20307,101.3694444
20308,76.88944444
20309,77.53944444
20310,153.4738889
20311,109.3211111
20312,115.5738889
20313,131.5138889
20314,118.1661111
20315,107.5888889
20316,100.7638889
20317,97.94388889
20318,73.73888889
20319,75.92055556
20320,92.58055556
20321,86.42444444
20322,124.7244444
20323,47.25944444
20324,117.5216667
20325,97.02166667
20326,169.2077778
20327,106.99
20328,114.64
20329,68.37111111
20330,78.42111111
20331,92.78611111
20332,180.2111111
20333,79.15333333
20334,66.58111111
20335,87.51111111
20336,85.39833333
20337,97.69333333
20338,85.80111111
20339,88.41111111
20340,125.8961111
20341,123.1911111
20342,103.2405556
20343,76.46055556
20344,110.2077778
20345,91.43777778
20346,79.37777778
20347,81.54888889
20348,82.745
20349,84.83166667
20350,70.73666667
20351,81.43166667
20352,132.1427778
20353,97.36777778
20354,80.42777778
20355,137.0177778
20356,142.9177778
21239,183.6533333
21240,121.7222222
21241,90.585
21242,99.915
21243,100.3144444
21244,90.92611111
21245,101.4661111
21246,92.76333333
21247,95.98277778
21248,90.06777778
21249,110.2777778
21250,74.15166667
21251,69.66166667
21252,110.7005556
21253,98.95444444
21254,141.9361111
21255,120.3761111
21256,124.4561111
21257,96.83722222
21258,74.51666667
21259,87.51666667
21260,99.99666667
21261,170.7438889
21262,72.935
21263,119.3977778
21264,64.36277778
21265,112.8727778
21266,172.0872222
21267,155.5322222
21268,115.9772222
21269,73.76666667
21270,78.38166667
21271,91.46111111
21272,80.48611111
21273,119.2411111
21274,92.68111111
21275,106.7011111
21276,129.9761111
21277,99.43722222
21278,93.55611111
21279,100.8511111
21280,102.2344444
21281,134.4594444
21282,201.6944444
21283,143.7544444
21284,141.4483333
21285,101.9416667
21286,114.1366667
21287,99.53666667
21288,164.4266667
21289,100.5138889
21290,103.3616667
21291,64.00166667
21292,78.11166667
21293,80.89166667
21294,84.76277778
21295,103.3527778
21296,115.5927778
21297,113.5127778
21298,146.6977778
22181,159.7638889
22182,124.525
22183,178.3438889
22184,108.935
22185,95.37722222
22186,104.6322222
22187,65.18888889
22188,93.14388889
22189,124.0927778
22190,84.89277778
22191,100.2327778
22192,74.58166667
22193,121.0194444
22194,156.2988889
22195,120.0088889
22196,154.0538889
22197,169.8288889
22198,117.7688889
22199,93.86777778
22200,73.10777778
22201,86.98777778
22202,119.4577778
22203,111.8377778
22204,81.75277778
22205,107.0027778
22206,140.5277778
22207,93.00277778
22208,129.3461111
22209,139.1961111
22210,163.8588889
22211,146.1611111
22212,105.7716667
22213,123.0772222
22214,127.3622222
22215,82.16722222
22216,100.4822222
22217,114.4622222
22218,107.8322222
22219,92.24722222
22220,74.40722222
22221,92.22722222
22222,123.5516667
22223,101.9216667
22224,125.3266667
22225,146.6316667
22226,108.1405556
22227,168.0327778
22228,108.9577778
22229,88.99777778
22230,138.3027778
22231,95.96777778
22232,61.33277778
22233,91.47277778
22234,93.57277778
22235,139.5027778
22236,140.9172222
22237,125.7972222
22238,121.9972222
22239,132.2322222
22240,132.1572222
23123,108.4638889
23124,149.5238889
23125,106.9538889
23126,102.3105556
23127,95.55333333
23128,92.52833333
23129,117.4233333
23130,95.26166667
23131,92.02888889
23132,112.6527778
23133,91.00388889
23134,198.4488889
23135,96.45388889
23136,97.92611111
23137,140.6661111
23138,121.1461111
23139,90.65611111
23140,116.1044444
23141,98.525
23142,78.64
23143,81.22555556
23144,94.17111111
23145,92.27777778
23146,83.74277778
23147,89.82777778
23148,74.66277778
23149,73.81777778
23150,87.98722222
23151,118.2672222
23152,89.92222222
23153,161.64
23154,103.29
23155,103.8322222
23156,84.92222222
23157,96.81222222
23158,133.1033333
23159,88.96444444
23160,71.28388889
23161,106.7122222
23162,84.81722222
23163,142.6572222
23164,119.9683333
23165,153.7183333
23166,119.0883333
23167,114.2083333
23168,87.71833333
23169,89.85833333
23170,108.3833333
23171,73.08
23172,87.255
23173,92.965
23174,92.325
23175,112.41
23176,83.97
23177,62.16388889
23178,104.0772222
23179,165.0194444
23180,112.5344444
23181,116.2194444
23182,107.6
24065,77.11611111
24066,91.46611111
24067,75.78722222
24068,79.47111111
24069,96.59444444
24070,56.29444444
24071,117.9794444
24072,67.48444444
24073,92.02444444
24074,59.08444444
24075,57.65666667
24076,53.91666667
24077,68.07666667
24078,134.1888889
24079,83.38777778
24080,93.2
24081,84.095
24082,101.4394444
24083,65.65944444
24084,116.37
24085,66.55388889
24086,61.06888889
24087,72.95888889
24088,54.99888889
24089,133.6688889
24090,50.77388889
24091,74.485
24092,138.6805556
24093,93.95055556
24094,69.57555556
24095,94.21888889
24096,124.7888889
24097,80.81388889
24098,93.01888889
24099,105.2555556
24100,57.27
24101,88.36388889
24102,125.3088889
24103,69.25388889
24104,81.88888889
24105,57.92888889
24106,95.25944444
24107,100.7694444
24108,112.8094444
24109,120.7622222
24110,74.42388889
24111,70.03
24112,52.07
24113,55.045
24114,64.045
24115,84.47
24116,76.39333333
24117,89.45611111
24118,104.3411111
24119,74.32388889
24120,115.0394444
24121,106.0166667
24122,85.8
24123,66.73
24124,148.5005556
25007,148.3638889
25008,100.2533333
25009,220.44
25010,104.3055556
25011,164.7666667
25012,122.3066667
25013,130.7916667
25014,127.4066667
25015,123.6366667
25016,139.9166667
25017,70.80222222
25018,94.51222222
25019,93.03722222
25020,96.00611111
25021,174.8861111
25022,130.3083333
25023,150.6083333
25024,149.4661111
25025,110.6333333
25026,141.9611111
25027,124.1761111
25028,122.8261111
25029,123.7461111
25030,86.11111111
25031,98.50611111
25032,108.6511111
25033,94.74611111
25034,168.8022222
25035,117.2172222
25036,164.3022222
25037,118.3133333
25038,161.2333333
25039,129.7927778
25040,157.7066667
25041,101.9516667
25042,132.0066667
25043,102.9566667
25044,111.6116667
25045,146.9366667
